wkt_geom,easting,northing,vs30,uncertainty,station,q,geology_vs30,geology_stdv,tid,terrain_vs30,terrain_stdv,gid
Point (1792041.78518856992013752 5891390.53977447003126144),1792041.785,5891390.54,800,0.2,MKAZ,2,782.0686,0.6023249,5,736.6329,0.65327823,12
Point (1757230.32862793002277613 5736718.98266540002077818),1757230.329,5736718.983,800,0.2,MOZ,2,782.0686,0.6023249,5,736.6329,0.65327823,12
Point (1929212.35136907990090549 5665551.02988400030881166),1929212.351,5665551.03,800,0.5,NMHZ,3,782.0686,0.6023249,11,691.41766,0.7239429,12
Point (2038626.90918954997323453 5713758.49500746000558138),2038626.909,5713758.495,1000,0.5,NOZ,3,782.0686,0.6023249,5,736.6329,0.65327823,12
Point (1783037.04892007005400956 5479325.41108842007815838),1783037.049,5479325.411,1000,0.5,OGWZ,3,782.0686,0.6023249,11,691.41766,0.7239429,12
Point (1771390.78367878007702529 5909009.66590669006109238),1771390.784,5909009.666,800,0.5,OTAZ,3,782.0686,0.6023249,7,769.95667,0.7053239,12
Point (1654252.42313601006753743 6102431.11246213968843222),1654252.423,6102431.112,1000,0.5,OUZ,3,782.0686,0.6023249,11,691.41766,0.7239429,12
Point (1834933.97260201000608504 5525085.29404888954013586),1834933.973,5525085.294,800,0.5,POWZ,3,782.0686,0.6023249,5,736.6329,0.65327823,12
Point (2023421.34264764003455639 5680461.59334035031497478),2023421.343,5680461.593,1000,0.5,PRGZ,3,782.0686,0.6023249,11,691.41766,0.7239429,12
Point (1985123.85312014003284276 5729947.46009294968098402),1985123.853,5729947.46,800,0.5,RAGZ,3,782.0686,0.6023249,11,691.41766,0.7239429,12
Point (1954297.43831598991528153 5684583.57944060955196619),1954297.438,5684583.579,800,0.5,RAHZ,3,782.0686,0.6023249,5,736.6329,0.65327823,12
Point (1587580.68998560006730258 6179072.60588744003325701),1587580.69,6179072.606,1000,0.5,TIKO,3,782.0686,0.6023249,11,691.41766,0.7239429,12
Point (1843523.82768873008899391 5482096.4210758600383997),1843523.828,5482096.421,1000,0.5,TIWZ,3,782.0686,0.6023249,11,691.41766,0.7239429,12
Point (2036344.42351170000620186 5762841.00842698011547327),2036344.424,5762841.008,800,0.5,TWGZ,3,782.0686,0.6023249,11,691.41766,0.7239429,12
Point (1790391.66285882005468011 5925966.48018970992416143),1790391.663,5925966.48,1000,0.5,WIAZ,3,782.0686,0.6023249,11,691.41766,0.7239429,12
